id,created_at,published_at,name,body,author_url,author_id,author_login,assets_url,url,target_commitish,tarball_url,html_url,zipball_url,tag_name,draft,prerelease
8263291,2017-10-25T21:16:29Z,2017-10-25T22:49:47Z,,"Arch | Platform | Package | SHA256
armel | Centos | [`telegraf-1.4.0-0.rc4.armel.rpm`](https://dl.influxdata.com/telegraf/releases/telegraf-1.4.0-0.rc4.armel.rpm) | `27d87bb633f1d8af7d1d0907043fff5bfaa4da0c76682de82447050f0f1bc559`
armel | Debian | [`telegraf_1.4.0~rc4-1_armel.deb`](https://dl.influxdata.com/telegraf/releases/telegraf_1.4.0~rc4-1_armel.deb) | `dc29c92150a1fea92a38225419b61f7a3f371a3da328d9ef6e24a3973b12d318`
armel | Linux | [`telegraf-1.4.0~rc4_linux_armel.tar.gz`](https://dl.influxdata.com/telegraf/releases/telegraf-1.4.0~rc4_linux_armel.tar.gz) | `29957a8fb6b8d8bb92808704cb623ddc1fc607bff95e7d593a560d31ddfb5aa3`
armhf | Debian | [`telegraf_1.4.0~rc4-1_armhf.deb`](https://dl.influxdata.com/telegraf/releases/telegraf_1.4.0~rc4-1_armhf.deb) | `38c3c43ccca3af77d708cca0099668eebedda0a5a9a37c2d3140193761dfedee`
armhf | Linux | [`telegraf-1.4.0~rc4_linux_armhf.tar.gz`](https://dl.influxdata.com/telegraf/releases/telegraf-1.4.0~rc4_linux_armhf.tar.gz) | `f415ea0844693072b1c823fe73d0238053eb6541b1c9e806dc5104ceeadbae95`
armv6hl | Centos | [`telegraf-1.4.0-0.rc4.armv6hl.rpm`](https://dl.influxdata.com/telegraf/releases/telegraf-1.4.0-0.rc4.armv6hl.rpm) | `8c3afa6e6f380213989aed1feb6c1e0f5b433b6e4f949a1e683f609ec0f8870b`
i386 | Centos | [`telegraf-1.4.0-0.rc4.i386.rpm`](https://dl.influxdata.com/telegraf/releases/telegraf-1.4.0-0.rc4.i386.rpm) | `2806a860ed275a45cd7715824315daa4400a751d3149b5b291ad803f79899a71`
i386 | Debian | [`telegraf_1.4.0~rc4-1_i386.deb`](https://dl.influxdata.com/telegraf/releases/telegraf_1.4.0~rc4-1_i386.deb) | `e1665c9eb263cfe90600e382fc44c5a59073766f884eeeb1e4e4265788965158`
i386 | FreeBSD | [`telegraf-1.4.0~rc4_freebsd_i386.tar.gz`](https://dl.influxdata.com/telegraf/releases/telegraf-1.4.0~rc4_freebsd_i386.tar.gz) | `b1125bf9c32d3f0cfc79b487c5396a60c4284b54869e947a78a75f3c1c42e46e`
i386 | Linux | [`telegraf-1.4.0~rc4_linux_i386.tar.gz`](https://dl.influxdata.com/telegraf/releases/telegraf-1.4.0~rc4_linux_i386.tar.gz) | `7e3a0b1df4deda3f67d8c08308ea132a8e3bde6fb3a42a442c75e97a5d13a845`
i386 | Windows | [`telegraf-1.4.0~rc4_windows_i386.zip`](https://dl.influxdata.com/telegraf/releases/telegraf-1.4.0~rc4_windows_i386.zip) | `3543a11d6b80a2461cf8a54949a4e84c598ed95b617cd235834aabdc7e2ac2cb`
s390x | Centos | [`telegraf-1.4.0-0.rc4.s390x.rpm`](https://dl.influxdata.com/telegraf/releases/telegraf-1.4.0-0.rc4.s390x.rpm) | `bee1b364bb56425f56d98db49011bc86b2d0114e0546b4374feb5f788b8a29a5`
s390x | Debian | [`telegraf_1.4.0~rc4-1_s390x.deb`](https://dl.influxdata.com/telegraf/releases/telegraf_1.4.0~rc4-1_s390x.deb) | `936bf09086a785fdc795bf3ce1c4459adfae2108b178698a76d854785b9d37a6`
s390x | Linux | [`telegraf-1.4.0~rc4_linux_s390x.tar.gz`](https://dl.influxdata.com/telegraf/releases/telegraf-1.4.0~rc4_linux_s390x.tar.gz) | `f7dde24d0b714087f92bb18edf4ee3a22b193fcd5094d56ccbca51567e99ea43`
",https://api.github.com/users/danielnelson,1048079,danielnelson,https://api.github.com/repos/influxdata/telegraf/releases/7584361/assets,https://api.github.com/repos/influxdata/telegraf/releases/7584361,master,https://api.github.com/repos/influxdata/telegraf/tarball/1.4.0-rc4,https://github.com/influxdata/telegraf/releases/tag/1.4.0-rc4,https://api.github.com/repos/influxdata/telegraf/zipball/1.4.0-rc4,1.4.0-rc4,False,True
7566067,2017-08-29T23:33:14Z,2017-08-30T00:18:48Z,,"
Arch | Platform | Package | SHA256
---| --- | --- | ---
amd64 | Centos | [`telegraf-1.4.0-0.rc3.x86_64.rpm`](https://dl.influxdata.com/telegraf/releases/telegraf-1.4.0-0.rc3.x86_64.rpm) | `f38831e9c51fbcfbedaa149194d3f3c417593844cde76dcbbdd33e67b77d4e4b`
amd64 | Debian | [`telegraf_1.4.0~rc3-1_amd64.deb`](https://dl.influxdata.com/telegraf/releases/telegraf_1.4.0~rc3-1_amd64.deb) | `b8296b02e1f928f57dbf84559570d6b43e4c5459d8071843a8dc979b01752b5d`
amd64 | FreeBSD | [`telegraf-1.4.0~rc3_freebsd_amd64.tar.gz`](https://dl.influxdata.com/telegraf/releases/telegraf-1.4.0~rc3_freebsd_amd64.tar.gz) | `3904d7453ad41a219059c755387f859732703a5652d2b31daec8c7ec008bb309`
amd64 | Linux | [`telegraf-1.4.0~rc3_linux_amd64.tar.gz`](https://dl.influxdata.com/telegraf/releases/telegraf-1.4.0~rc3_linux_amd64.tar.gz) | `4053ebb4a87ef0d25b2dd559656f1f3934864e7c115ee2bc7ed440f8b03cec2e`
amd64 | Linux | [`telegraf-1.4.0~rc3-static_linux_amd64.tar.gz`](https://dl.influxdata.com/telegraf/releases/telegraf-1.4.0~rc3-static_linux_amd64.tar.gz) | `78298151271045b94675032e2e5a936908f5e5bc4d0b1af8052e1434e45cce8d`
amd64 | Windows | [`telegraf-1.4.0~rc3_windows_amd64.zip`](https://dl.influxdata.com/telegraf/releases/telegraf-1.4.0~rc3_windows_amd64.zip) | `3d23a676dea6ff5115e3740f3d7c8663295d9117bd1fb29b2a9c582edf6dac69`
arm64 | Centos | [`telegraf-1.4.0-0.rc3.arm64.rpm`](https://dl.influxdata.com/telegraf/releases/telegraf-1.4.0-0.rc3.arm64.rpm) | `c54570f547afb471889219029c7c65485c022d0bd044c9bb6ac8fe5f46dc22f1`
arm64 | Debian | [`telegraf_1.4.0~rc3-1_arm64.deb`](https://dl.influxdata.com/telegraf/releases/telegraf_1.4.0~rc3-1_arm64.deb) | `8ae343ed3fd5f907920f70dd991475144d885131e350a51bcc4d2ef282d7b3db`
arm64 | Linux | [`telegraf-1.4.0~rc3_linux_arm64.tar.gz`](https://dl.influxdata.com/telegraf/releases/telegraf-1.4.0~rc3_linux_arm64.tar.gz) | `aec27c7587156f1ea6993cbb883fd4a4d3f93112166e2ac31516bd54824730ac`
armel | Centos | [`telegraf-1.4.0-0.rc3.armel.rpm`](https://dl.influxdata.com/telegraf/releases/telegraf-1.4.0-0.rc3.armel.rpm) | `16cf623ac33e7a25a90eb9e248249b1ac1cca61c6c4f9e3a4bcc95fa29652b14`
armel | Debian | [`telegraf_1.4.0~rc3-1_armel.deb`](https://dl.influxdata.com/telegraf/releases/telegraf_1.4.0~rc3-1_armel.deb) | `cd017f03c0e642daf4c27419445f02f440b8700c3870bd0fd2d895b62cd573cd`
armel | Linux | [`telegraf-1.4.0~rc3_linux_armel.tar.gz`](https://dl.influxdata.com/telegraf/releases/telegraf-1.4.0~rc3_linux_armel.tar.gz) | `3be81b37b8ea623afe68c8f20d46f160f82bdda64c841f4e3a9b872dbc0b80f1`
armhf | Debian | [`telegraf_1.4.0~rc3-1_armhf.deb`](https://dl.influxdata.com/telegraf/releases/telegraf_1.4.0~rc3-1_armhf.deb) | `6e38b930373c64e99e4473db400e2dfe1289fc132a949fcf37f56ecaaab154eb`
armhf | Linux | [`telegraf-1.4.0~rc3_linux_armhf.tar.gz`](https://dl.influxdata.com/telegraf/releases/telegraf-1.4.0~rc3_linux_armhf.tar.gz) | `da575fdef5cfab164520606064053ec8ac2a5ab350aebab2873bcf4e487ea9af`
armv6hl | Centos | [`telegraf-1.4.0-0.rc3.armv6hl.rpm`](https://dl.influxdata.com/telegraf/releases/telegraf-1.4.0-0.rc3.armv6hl.rpm) | `3c54848020fa0aba7c5f6094e8ebce9ae0788e971e04fc9ddb621732d7738b51`
i386 | Centos | [`telegraf-1.4.0-0.rc3.i386.rpm`](https://dl.influxdata.com/telegraf/releases/telegraf-1.4.0-0.rc3.i386.rpm) | `77cf19a37d0a76811683681db835cab6c2f0f8b580f8a174e2e70c0dd04cb968`
i386 | Debian | [`telegraf_1.4.0~rc3-1_i386.deb`](https://dl.influxdata.com/telegraf/releases/telegraf_1.4.0~rc3-1_i386.deb) | `5c1c150fb78304025a5ee0d2119890bc763044e6c55a2de2f7cfefc72b261862`
i386 | FreeBSD | [`telegraf-1.4.0~rc3_freebsd_i386.tar.gz`](https://dl.influxdata.com/telegraf/releases/telegraf-1.4.0~rc3_freebsd_i386.tar.gz) | `a00d383ccad6411b6de6c64cee7f902315103809b2f6cb8fd7cc0fdd69e746b4`
i386 | Linux | [`telegraf-1.4.0~rc3_linux_i386.tar.gz`](https://dl.influxdata.com/telegraf/releases/telegraf-1.4.0~rc3_linux_i386.tar.gz) | `fbdab89a2d5fb311d08f53a42575e05f2a4f3042983b9199bd5aebd329487096`
i386 | Windows | [`telegraf-1.4.0~rc3_windows_i386.zip`](https://dl.influxdata.com/telegraf/releases/telegraf-1.4.0~rc3_windows_i386.zip) | `dcd19659a1779ca64ac2e6f25bc966a9523e418fbfc63b312b0a5cff63078c01`
s390x | Centos | [`telegraf-1.4.0-0.rc3.s390x.rpm`](https://dl.influxdata.com/telegraf/releases/telegraf-1.4.0-0.rc3.s390x.rpm) | `29856d0493fdaaf02328871a4744441259ba9100ed6ebd1c9b8bc95ece98869b`
s390x | Debian | [`telegraf_1.4.0~rc3-1_s390x.deb`](https://dl.influxdata.com/telegraf/releases/telegraf_1.4.0~rc3-1_s390x.deb) | `68ec1d1b58c72e20f8d00c0bced9e78d8ff0a02b01f864f112303a373fee8b29`
s390x | Linux | [`telegraf-1.4.0~rc3_linux_s390x.tar.gz`](https://dl.influxdata.com/telegraf/releases/telegraf-1.4.0~rc3_linux_s390x.tar.gz) | `3179fa3d0ea3fc29916aeb792e376b4297f7c9bb5069997ff3c3eabba5dd0fb3`
",https://api.github.com/users/danielnelson,1048079,danielnelson,https://api.github.com/repos/influxdata/telegraf/releases/7566067/assets,https://api.github.com/repos/influxdata/telegraf/releases/7566067,master,https://api.github.com/repos/influxdata/telegraf/tarball/1.4.0-rc3,https://github.com/influxdata/telegraf/releases/tag/1.4.0-rc3,https://api.github.com/repos/influxdata/telegraf/zipball/1.4.0-rc3,1.4.0-rc3,False,True
7501954,2017-08-23T22:47:41Z,2017-08-23T23:22:25Z,,"Arch | Platform | Package | SHA256
---| --- | --- | ---
amd64 | Centos | [`telegraf-1.4.0-0.rc2.x86_64.rpm`](https://dl.influxdata.com/telegraf/releases/telegraf-1.4.0-0.rc2.x86_64.rpm) | `948844253384d82e26b2ff0db1f19a3995e8021b729e05f6dc559af52e3edcb6`
amd64 | Debian | [`telegraf_1.4.0~rc2-1_amd64.deb`](https://dl.influxdata.com/telegraf/releases/telegraf_1.4.0~rc2-1_amd64.deb) | `3fa0ac2b20b44929d326a45aa45bdc658723b28e154e0509e5ecf9d78d4ea546`
amd64 | FreeBSD | [`telegraf-1.4.0~rc2_freebsd_amd64.tar.gz`](https://dl.influxdata.com/telegraf/releases/telegraf-1.4.0~rc2_freebsd_amd64.tar.gz) | `cb10a9c528cff72dd363c372e270b94aa33d2c9098211f681833aecf2869f87d`
amd64 | Linux | [`telegraf-1.4.0~rc2_linux_amd64.tar.gz`](https://dl.influxdata.com/telegraf/releases/telegraf-1.4.0~rc2_linux_amd64.tar.gz) | `d573dbcd2a1253f0448cf410bc439bffcf5d3627ab1184b21d27e1dd9dd7cbb9`
amd64 | Linux | [`telegraf-1.4.0~rc2-static_linux_amd64.tar.gz`](https://dl.influxdata.com/telegraf/releases/telegraf-1.4.0~rc2-static_linux_amd64.tar.gz) | `5c1d8873831b3287560b28f218b723faf8aa8f57068f43ec525119e08ca1954d`
amd64 | Windows | [`telegraf-1.4.0~rc2_windows_amd64.zip`](https://dl.influxdata.com/telegraf/releases/telegraf-1.4.0~rc2_windows_amd64.zip) | `c0261680cf720cc1cdae2f7c51074b03061a08687b7bb32668cbf159c4b64674`
arm64 | Centos | [`telegraf-1.4.0-0.rc2.arm64.rpm`](https://dl.influxdata.com/telegraf/releases/telegraf-1.4.0-0.rc2.arm64.rpm) | `63f2173cc70c7e37171d376145f3654ac52809ed548c6492a170873c24583cbe`
arm64 | Debian | [`telegraf_1.4.0~rc2-1_arm64.deb`](https://dl.influxdata.com/telegraf/releases/telegraf_1.4.0~rc2-1_arm64.deb) | `fb683123e40e144de9fcc150fea4d76a16e00db0dd1869526ee7f29f0f1958e3`
arm64 | Linux | [`telegraf-1.4.0~rc2_linux_arm64.tar.gz`](https://dl.influxdata.com/telegraf/releases/telegraf-1.4.0~rc2_linux_arm64.tar.gz) | `e361041414ac6ffa7e397346aed3e130e71d5bbab4b1ed9087d9a49e1f605257`
armel | Centos | [`telegraf-1.4.0-0.rc2.armel.rpm`](https://dl.influxdata.com/telegraf/releases/telegraf-1.4.0-0.rc2.armel.rpm) | `960135c47dae2c8bad2bef05739933150616e3a92bcdc799ce3678abe2aae525`
armel | Debian | [`telegraf_1.4.0~rc2-1_armel.deb`](https://dl.influxdata.com/telegraf/releases/telegraf_1.4.0~rc2-1_armel.deb) | `da3246a756e5efbd518c6670b480b4621125403f6f09f6bf950320a82e37757a`
armel | Linux | [`telegraf-1.4.0~rc2_linux_armel.tar.gz`](https://dl.influxdata.com/telegraf/releases/telegraf-1.4.0~rc2_linux_armel.tar.gz) | `97f9e5cf30e1706f6e529b5c1ce45d53915ed0848689cebcfa08bab45a68751b`
armhf | Debian | [`telegraf_1.4.0~rc2-1_armhf.deb`](https://dl.influxdata.com/telegraf/releases/telegraf_1.4.0~rc2-1_armhf.deb) | `7d2baadfe4660bcc8f0021ff313e667602b6514672d9830a5e9c7008badce518`
armhf | Linux | [`telegraf-1.4.0~rc2_linux_armhf.tar.gz`](https://dl.influxdata.com/telegraf/releases/telegraf-1.4.0~rc2_linux_armhf.tar.gz) | `6a23fa953730c00af801eedd77345569dbcd3fd78540d8a136d8889283272313`
armv6hl | Centos | [`telegraf-1.4.0-0.rc2.armv6hl.rpm`](https://dl.influxdata.com/telegraf/releases/telegraf-1.4.0-0.rc2.armv6hl.rpm) | `4c23a61b529775cc0e58430c2916c92f72ee9130f02d399ef8d0930d3526b58d`
i386 | Centos | [`telegraf-1.4.0-0.rc2.i386.rpm`](https://dl.influxdata.com/telegraf/releases/telegraf-1.4.0-0.rc2.i386.rpm) | `117feff33f2b6b77a09bf6d58a52bb0badf29954432e2291886690d2ab005161`
i386 | Debian | [`telegraf_1.4.0~rc2-1_i386.deb`](https://dl.influxdata.com/telegraf/releases/telegraf_1.4.0~rc2-1_i386.deb) | `006cc647329ab346ae41797451348b84fde92e40d6a5151387cb16a6d504ab1e`
i386 | FreeBSD | [`telegraf-1.4.0~rc2_freebsd_i386.tar.gz`](https://dl.influxdata.com/telegraf/releases/telegraf-1.4.0~rc2_freebsd_i386.tar.gz) | `c9e255858b169f9ccf270c3a984836cc42ede80c4376ca72d07f49a6c5642ecb`
i386 | Linux | [`telegraf-1.4.0~rc2_linux_i386.tar.gz`](https://dl.influxdata.com/telegraf/releases/telegraf-1.4.0~rc2_linux_i386.tar.gz) | `5d7810074f872de1b439045dabcfc22d8469869543c3bef02aaace290b6b61c1`
i386 | Windows | [`telegraf-1.4.0~rc2_windows_i386.zip`](https://dl.influxdata.com/telegraf/releases/telegraf-1.4.0~rc2_windows_i386.zip) | `95b8c3336dd748324017510802f66248e0ed59b8dd9c265150737a0104e2ffa7`
s390x | Centos | [`telegraf-1.4.0-0.rc2.s390x.rpm`](https://dl.influxdata.com/telegraf/releases/telegraf-1.4.0-0.rc2.s390x.rpm) | `8ba8004b31eecb9d1cc957810f87bfae073518390a35b01a515b262f5a385f20`
s390x | Debian | [`telegraf_1.4.0~rc2-1_s390x.deb`](https://dl.influxdata.com/telegraf/releases/telegraf_1.4.0~rc2-1_s390x.deb) | `7c6ac5f04da49c927cb001b4d44dd70af95b3fe9d359898b8e678d5632477bf5`
s390x | Linux | [`telegraf-1.4.0~rc2_linux_s390x.tar.gz`](https://dl.influxdata.com/telegraf/releases/telegraf-1.4.0~rc2_linux_s390x.tar.gz) | `e3fa1784cad6ff0773273f04e8a12de2d205c16538c713667c398291eebd7c34`
",https://api.github.com/users/danielnelson,1048079,danielnelson,https://api.github.com/repos/influxdata/telegraf/releases/7501954/assets,https://api.github.com/repos/influxdata/telegraf/releases/7501954,master,https://api.github.com/repos/influxdata/telegraf/tarball/1.4.0-rc2,https://github.com/influxdata/telegraf/releases/tag/1.4.0-rc2,https://api.github.com/repos/influxdata/telegraf/zipball/1.4.0-rc2,1.4.0-rc2,False,True
7419585,2017-08-16T23:57:42Z,2017-08-17T01:34:37Z,,"Arch | Platform | Package | SHA256
---| --- | --- | ---
amd64 | Centos | [`telegraf-1.4.0-0.rc1.x86_64.rpm`](https://dl.influxdata.com/telegraf/releases/telegraf-1.4.0-0.rc1.x86_64.rpm) | `f6a9257137c8265802f99974dc63e458d22ff532fb828cc51ccf8c44cadc9250`
amd64 | Debian | [`telegraf_1.4.0~rc1-1_amd64.deb`](https://dl.influxdata.com/telegraf/releases/telegraf_1.4.0~rc1-1_amd64.deb) | `51feeb3bb4c18cdbe60994a5565efa461107c1e56e6ba2418dab650f1c9f7f1c`
amd64 | FreeBSD | [`telegraf-1.4.0~rc1_freebsd_amd64.tar.gz`](https://dl.influxdata.com/telegraf/releases/telegraf-1.4.0~rc1_freebsd_amd64.tar.gz) | `cfe80bf59e5474b2f4e6535f60e8ed659053e7939e41037c7a8467146d1a6a61`
amd64 | Linux | [`telegraf-1.4.0~rc1_linux_amd64.tar.gz`](https://dl.influxdata.com/telegraf/releases/telegraf-1.4.0~rc1_linux_amd64.tar.gz) | `844f8c5eda5ce2e576988fc88e9137553dcfaaf395a51c610f8f17af48bce1d4`
amd64 | Linux | [`telegraf-1.4.0~rc1-static_linux_amd64.tar.gz`](https://dl.influxdata.com/telegraf/releases/telegraf-1.4.0~rc1-static_linux_amd64.tar.gz) | `08c1f24501e13855db4ab6ca70e41b18908cfa1936f802ff5ce844a5d8df5d90`
amd64 | Windows | [`telegraf-1.4.0~rc1_windows_amd64.zip`](https://dl.influxdata.com/telegraf/releases/telegraf-1.4.0~rc1_windows_amd64.zip) | `a5e681e5d5d5d85b0c7dc85843a16784d33fa51f4c6bd0f0cd34e72a43679c08`
arm64 | Centos | [`telegraf-1.4.0-0.rc1.arm64.rpm`](https://dl.influxdata.com/telegraf/releases/telegraf-1.4.0-0.rc1.arm64.rpm) | `d52b5a7cf284ab913f904c1db77a074cc1200943c478a0b2fa6baa3160bf2d9c`
arm64 | Debian | [`telegraf_1.4.0~rc1-1_arm64.deb`](https://dl.influxdata.com/telegraf/releases/telegraf_1.4.0~rc1-1_arm64.deb) | `7b0fbdee29d087b840740a0f42ea79af11cc12b53d2ff4374ff98971aed8be7a`
arm64 | Linux | [`telegraf-1.4.0~rc1_linux_arm64.tar.gz`](https://dl.influxdata.com/telegraf/releases/telegraf-1.4.0~rc1_linux_arm64.tar.gz) | `589a2087e3932d3d167edd9a4dc6b6f802300f05cdd5008682981b30189119a1`
armel | Centos | [`telegraf-1.4.0-0.rc1.armel.rpm`](https://dl.influxdata.com/telegraf/releases/telegraf-1.4.0-0.rc1.armel.rpm) | `fe7c0e96b77a91179357f583dd3f812bb4f38a60cdb3666a3f8d6967b63b5f46`
armel | Debian | [`telegraf_1.4.0~rc1-1_armel.deb`](https://dl.influxdata.com/telegraf/releases/telegraf_1.4.0~rc1-1_armel.deb) | `89c76e696645d0369b6a85fcadff3fba4a0ec306ffb36d30ca9c058ae7e2ddd2`
armel | Linux | [`telegraf-1.4.0~rc1_linux_armel.tar.gz`](https://dl.influxdata.com/telegraf/releases/telegraf-1.4.0~rc1_linux_armel.tar.gz) | `77dcf0636921315b6b08c87f360d86faf2d2303dd4f66248b6b9b5e6afd36e67`
armhf | Debian | [`telegraf_1.4.0~rc1-1_armhf.deb`](https://dl.influxdata.com/telegraf/releases/telegraf_1.4.0~rc1-1_armhf.deb) | `919b2000c6a16e30e0b88e7f1bbef7793d7e2b43f7fe3dea5b946da612b34c41`
armhf | Linux | [`telegraf-1.4.0~rc1_linux_armhf.tar.gz`](https://dl.influxdata.com/telegraf/releases/telegraf-1.4.0~rc1_linux_armhf.tar.gz) | `274e1aa51eea215dec9635161b7ae6a6eb0a3c6bc71b8a0f5a887a94f99c2062`
armv6hl | Centos | [`telegraf-1.4.0-0.rc1.armv6hl.rpm`](https://dl.influxdata.com/telegraf/releases/telegraf-1.4.0-0.rc1.armv6hl.rpm) | `183462d56d5ad9cee5c8d009410b49f48d86bfd0d9608d928424ba92feddef33`
i386 | Centos | [`telegraf-1.4.0-0.rc1.i386.rpm`](https://dl.influxdata.com/telegraf/releases/telegraf-1.4.0-0.rc1.i386.rpm) | `a0799125c966500b503d7f2bb6dc1346d2b3c8f219c093d7c11a627e7b8994a2`
i386 | Debian | [`telegraf_1.4.0~rc1-1_i386.deb`](https://dl.influxdata.com/telegraf/releases/telegraf_1.4.0~rc1-1_i386.deb) | `162faa40e5d00ab038dfb76f7ac40f4ae6bfa27296ee2d3f7ac41868db9f876c`
i386 | FreeBSD | [`telegraf-1.4.0~rc1_freebsd_i386.tar.gz`](https://dl.influxdata.com/telegraf/releases/telegraf-1.4.0~rc1_freebsd_i386.tar.gz) | `0b6d84e279b18e109d040f0a596d93b81471b6d125ea155cdac68ef176b274ac`
i386 | Linux | [`telegraf-1.4.0~rc1_linux_i386.tar.gz`](https://dl.influxdata.com/telegraf/releases/telegraf-1.4.0~rc1_linux_i386.tar.gz) | `8bdc73c9431f03fef307a0639942fcc7523c10e46c8dbf231e9f54c67cca7824`
i386 | Windows | [`telegraf-1.4.0~rc1_windows_i386.zip`](https://dl.influxdata.com/telegraf/releases/telegraf-1.4.0~rc1_windows_i386.zip) | `5583916756934b6d42fb5ebc53f862eace808c7268a9015edc06fe7f1e282dbe`
s390x | Centos | [`telegraf-1.4.0-0.rc1.s390x.rpm`](https://dl.influxdata.com/telegraf/releases/telegraf-1.4.0-0.rc1.s390x.rpm) | `af2a9261a577fbab2a048240819b580d6e93fa552190e3f63aabd82d0310f6ea`
s390x | Debian | [`telegraf_1.4.0~rc1-1_s390x.deb`](https://dl.influxdata.com/telegraf/releases/telegraf_1.4.0~rc1-1_s390x.deb) | `75446e581822f6f065d41f997c6d3e656058e4b2496c883bfd8cc3d73a8611e7`
s390x | Linux | [`telegraf-1.4.0~rc1_linux_s390x.tar.gz`](https://dl.influxdata.com/telegraf/releases/telegraf-1.4.0~rc1_linux_s390x.tar.gz) | `9ac066b20fd276936ae48b9e845f88d0e07387ba877d66b514ca27ed77f21c11`
",https://api.github.com/users/danielnelson,1048079,danielnelson,https://api.github.com/repos/influxdata/telegraf/releases/7419585/assets,https://api.github.com/repos/influxdata/telegraf/releases/7419585,master,https://api.github.com/repos/influxdata/telegraf/tarball/1.4.0-rc1,https://github.com/influxdata/telegraf/releases/tag/1.4.0-rc1,https://api.github.com/repos/influxdata/telegraf/zipball/1.4.0-rc1,1.4.0-rc1,False,True
7182978,2017-07-26T22:55:06Z,2017-07-26T23:46:46Z,,"### Bugfixes

- [#3049](https://github.com/influxdata/telegraf/issues/3049): Fix prometheus output cannot be reloaded.
- [#3037](https://github.com/influxdata/telegraf/issues/3037): Fix filestat reporting exists when cannot list directory.
- [#2386](https://github.com/influxdata/telegraf/issues/2386): Fix ntpq parse issue when using dns_lookup.
- [#2554](https://github.com/influxdata/telegraf/issues/2554): Fix panic when agent.interval = ""0s"".

### Official Builds

Arch | Platform | Package | SHA256
---| --- | --- | ---
amd64 | Centos | [`telegraf-1.3.5-1.x86_64.rpm`](https://dl.influxdata.com/telegraf/releases/telegraf-1.3.5-1.x86_64.rpm) | `aff9e08246f4ed7637cd2e0b90f356c6d16bbac75d04088608678734807814cb`
amd64 | Debian | [`telegraf_1.3.5-1_amd64.deb`](https://dl.influxdata.com/telegraf/releases/telegraf_1.3.5-1_amd64.deb) | `cfe6b1c062def025e1aeacec07dae7f326c70f5f7dbc1ec8383b67b9f59a7751`
amd64 | FreeBSD | [`telegraf-1.3.5_freebsd_amd64.tar.gz`](https://dl.influxdata.com/telegraf/releases/telegraf-1.3.5_freebsd_amd64.tar.gz) | `617bff09012ba3731b4b43a913d42700a831cf50c727d9fe72eec0d513afee1e`
amd64 | Linux | [`telegraf-1.3.5_linux_amd64.tar.gz`](https://dl.influxdata.com/telegraf/releases/telegraf-1.3.5_linux_amd64.tar.gz) | `db673ee62c1bef73db5f0d1c3c00268f926eda07679e7c079b862babe4863685`
amd64 | Linux | [`telegraf-1.3.5-static_linux_amd64.tar.gz`](https://dl.influxdata.com/telegraf/releases/telegraf-1.3.5-static_linux_amd64.tar.gz) | `3c44bf10fc689e723c6f62f28babd8317331af507d1178100cdb16ee15b5a490`
amd64 | Windows | [`telegraf-1.3.5_windows_amd64.zip`](https://dl.influxdata.com/telegraf/releases/telegraf-1.3.5_windows_amd64.zip) | `64725af5e4697b3435fcc1a9d7948c1e8815659c43b54095d6b194ce286f8b4a`
arm64 | Centos | [`telegraf-1.3.5-1.arm64.rpm`](https://dl.influxdata.com/telegraf/releases/telegraf-1.3.5-1.arm64.rpm) | `1ceaaaed783defcc4bffc9587e1bf250a67d5481df5199cc367a806e66664974`
arm64 | Debian | [`telegraf_1.3.5-1_arm64.deb`](https://dl.influxdata.com/telegraf/releases/telegraf_1.3.5-1_arm64.deb) | `cb331fb76f64b0b82a0211d2266a870cfa07291d7ed16148d8932e8b020328c9`
arm64 | Linux | [`telegraf-1.3.5_linux_arm64.tar.gz`](https://dl.influxdata.com/telegraf/releases/telegraf-1.3.5_linux_arm64.tar.gz) | `c22e7763dca2e9791a8524f667c91c389e38f087a4e919a69c344df873a4417e`
armel | Centos | [`telegraf-1.3.5-1.armel.rpm`](https://dl.influxdata.com/telegraf/releases/telegraf-1.3.5-1.armel.rpm) | `0223961e893017511d2cf42834f3a50d2361d37b84fb82ac048fbf9929b2deb6`
armel | Debian | [`telegraf_1.3.5-1_armel.deb`](https://dl.influxdata.com/telegraf/releases/telegraf_1.3.5-1_armel.deb) | `bd7d7492d5bbd140d1bffae49dedc9393d71d8fc9c8505856cd940c5c009e363`
armel | Linux | [`telegraf-1.3.5_linux_armel.tar.gz`](https://dl.influxdata.com/telegraf/releases/telegraf-1.3.5_linux_armel.tar.gz) | `3c447147031c73c5fd73ee379a8e54d42c200819013aae7b30b75228f7798826`
armhf | Debian | [`telegraf_1.3.5-1_armhf.deb`](https://dl.influxdata.com/telegraf/releases/telegraf_1.3.5-1_armhf.deb) | `acf5b58b9510008aa0f89a5a37b53dbfccd7b5f118d418882bf1820d872ef240`
armhf | Linux | [`telegraf-1.3.5_linux_armhf.tar.gz`](https://dl.influxdata.com/telegraf/releases/telegraf-1.3.5_linux_armhf.tar.gz) | `25c9cd2dc6ca81609fdcf0bbcd78a86a6ec10db82f371f1692efb24aff2be7ac`
armv6hl | Centos | [`telegraf-1.3.5-1.armv6hl.rpm`](https://dl.influxdata.com/telegraf/releases/telegraf-1.3.5-1.armv6hl.rpm) | `8e0a1fa75daeffb68537941c9a6b3b646dd31f7ce10ad3bfdadaeb8f291aed2a`
